Code,S3,S2,S1,S1,S2,S3,Weight class
SoilDpt,50,75,100,,,,1
OC,0.8,0.9,1.3,,,,3
SoilTe,3,4,6,8,9,,3
pHH2O,4.5,5,5.5,7.8,8,8.2,3
