Code,S3,S2,S1,S1,S2,S3,Weight class
WyAv,1200,1400,1600,2400,,,
WmDryLen,4,3,2,,,,
WmhDryXm,30,35,45,80,90,,
WmnN5,0.4,0.4,0.5,,,,
