Code,S3,S2,S1,S1,S2,S3,Weight class
WgAv,250,300,400,900,1300,,
WmAv1,0,0,60,215,,,
WmAv2,70,85,125,230,,,
WmAv4,80,120,140,450,750,,
WmAv5,74.9,74.9,74.9,150,,,
WghAv,30,36,42,90,,,
