Code,S3,S2,S1,S1,S2,S3,Weight class
TgAv,8,10,12,23,25,30,1
TmAv2,2,4,6,18,24,28,2
TmAv3,8,10,12,26,32,36,2
TmAv4,10,12,14,30,36,42,2
