Code,S3,S2,S1,S1,S2,S3,Weight class
CFragm,35,15,3,,,,2
SoilDpt,25,50,75,,,,3
CaCO3,50,35,25,,,,2
Gyps,20,10,4,,,,3
CECs,10,12,16,,,,3
BS,34.9,34.9,35,,,,3
SumBCs,1.5,1.6,2.8,,,,3
pHH2O,5.4,5.6,6,7.5,8,8.2,2
OC6,0.7,0.8,1.2,,,,3
OC7,0.4,0.5,0.8,,,,3
OC8,0.3,0.3,0.4,,,,3
ECedS,8,6,4,,,,3
ESP,20,15,10,,,,3
OC,0.7,0.8,1.2,,,,3
SoilTe,2,3,9,,,,2
