Code,S3,S2,S1,S1,S2,S3,Weight class
WyAv,1200,1400,1600,2500,3500,4400,
WmDryLen,4,3,2,,,,
WmhDryXm,30,35,40,65,75,85,
WmhDryXm,30,35,40,60,65,75,
