Code,S3,S2,S1,S1,S2,S3,Weight class
CFragm,55,35,15,,,,
SoilDpt,10,20,50,,,,
CaCO3,0,0,0,30,45,75,
Gyps,20,10,5,,,,
CECc,16,16,16,,,,
BS,14.9,15,35,,,,
SumBCs,1.9,2,3.5,,,,
pHH2O,5.2,5.3,5.5,8.2,8.3,8.5,
OC6,0.7,0.7,0.8,,,,
OC7,0.3,0.3,0.4,,,,
ECedS,16,12,8,,,,
ESP,35,28,20,,,,
