Code,S3,S2,S1,S1,S2,S3,Weight class
CFragm,55,35,15,,,,
SoilDpt,30,50,75,,,,
CECc,16,16,16,,,,
SumBCs,1.6,2.8,4,,,,
pHH2O,5.2,5.5,5.8,7,7.5,8.2,
OC,0.7,0.8,1.2,,,,
ECedS,8,6,4,,,,
