Code,S3,S2,S1,S1,S2,S3,Weight class
TgAv,8,10,13,24,27,30,1
TmMinAv1,-2,-1,0,,,,2
TmMinAv4,-3,-2,-1,,,,2
TdAvgDiff,4.9,4.9,5,,,,
