Code,S3,S2,S1,S1,S2,S3,Weight class
CFragm,55,35,15,,,,3
SoilDpt,50,75,100,,,,1
CaCO3,25,10,5,,,,3
Gyps,5,3,2,,,,3
CECc,16,16,16,,,,3
BS,19.9,19.9,20,,,,3
SumBCs,1.9,1.9,2,,,,3
pHH2O,5,5.2,5.5,7.6,8,8.2,2
OC,0.7,0.7,0.8,,,,3
ECedS,6,4,3,,,,2
ESP,15,12,8,,,,3
SoilTe,9,7,6,4,3,,3
