Code,S3,S2,S1,S1,S2,S3,Weight class
WgAv,200,250,300,900,1300,,
WmAv1,25,25,50,255,400,,
WmAv2,50,75,100,255,400,,
WmAv3,50,75,100,255,400,,
WmAv4,135.1,135.1,135,,,,
WmhAv4,90.1,90,80,,,,
