Code,S3,S2,S1,S1,S2,S3,Weight class
WmAv1,50,50,50,400,550,650,
WmAv2,50,75,100,400,550,650,
WmAv3,50,75,100,400,550,650,
WmAv4,49.9,49.9,50,400,550,650,
WmhAv2,30,40,50,90,,,
WmhAv4,29.9,30,33,80,,,
WynN,0.44,0.45,0.65,,,,
