Code,S3,S2,S1,S1,S2,S3,Weight class
CFragm,55,35,15,,,,2
SoilDpt,30,50,75,,,,3
CaCO3,30,25,15,,,,3
Gyps,20,10,4,,,,3
CECc,16,16,16,,,,3
BS,19.9,20,35,,,,3
SumBCs,1.9,2,3.5,,,,3
pHH2O,4.5,4.8,5.2,8.2,8.4,8.5,3
OC,0.9,1,2,,,,3
ECedS,10,6,3,,,,3
ESP,25,20,15,,,,3
SoilTe,12,8,5,3,2,1,2
