Code,S3,S2,S1,S1,S2,S3,Weight class
CFragm,55,35,15,,,,3
SoilDpt,30,50,75,,,,2
CECc,10,13,16,,,,2
BS,10,20,35,,,,3
SumBCs,1.9,2,3.5,,,,3
pHH2O,5.4,5.7,5.9,7.6,8,8.2,3
OC,0.7,0.8,1.2,,,,3
ECedS,8,6,4,,,,2
ESP,25,20,15,,,,3
SoilTe,0,0,4,8,9,,2
