Code,S3,S2,S1,S1,S2,S3,Weight class
WmAv1,100,125,175,500,650,750,
WmAv2,100,125,175,500,650,750,
WmAv3,100,125,175,500,650,750,
WmAv4,29,30,50,300,500,600,
WmhAv2,30,40,50,90,,,
WmhAv4,29.9,30,33,80,,,
WynN,0.44,0.45,0.65,,,,
