Code,S3,S2,S1,S1,S2,S3,Weight class
CFragm,55,35,15,,,,3
SoilDpt,25,50,80,,,,2
CaCO3,50,35,25,,,,3
Gyps,20,12,6,,,,3
CECc,16,16,16,,,,3
BS,34.9,35,50,,,,2
SumBCs,2,3.5,5,,,,3
pHH2O,4.5,5,5.5,7.5,8,8.5,3
OC6,0.9,1,1.5,,,,3
OC7,0.5,0.6,1,,,,3
OC8,0.3,0.3,0.4,,,,3
ECedS,10,8,5,,,,3
ESP,20,15,10,,,,3
OC,0.9,1,1.5,,,,3
SoilTe,2,4,9,,,,2
