Code,S3,S2,S1,S1,S2,S3,Weight class
CFragm,55,35,15,,,,3
SoilDpt,20,40,60,,,,3
CaCO3,5,3,2,,,,2
Gyps,5,3,2,,,,3
CECc,16,16,16,,,,3
BS,19.9,20,35,,,,3
SumBCs,1.5,1.6,2.8,,,,3
pHH2O,4,4.3,5,6.5,7,7.8,3
OC,0.7,0.8,1.2,,,,3
ECedS,4,3,2,,,,3
ESP,20,15,10,,,,3
SoilTe,2,3,4,9,10,,3
