Code,S3,S2,S1,S1,S2,S3,Weight class
CFragm,55,35,15,,,,
SoilDpt,25,50,75,,,,
CaCO3,40,30,20,,,,
Gyps,15,10,6,,,,
CECc,16,16,16,,,,
BS,34.9,35,50,,,,
SumBCs,1.6,2.8,4,,,,
pHH2O,5.2,5.6,6,7.6,8,8.5,
OC6,0.7,0.8,1.2,,,,
OC7,0.7,0.7,0.8,,,,
OC8,0.3,0.3,0.4,,,,
ECemh,16,12,10,,,,
SoilTe,3,7,9,,,,
