Code,S3,S2,S1,S1,S2,S3,Weight class
CFragm,55,35,15,,,,
SoilDpt,50,75,100,,,,
CaCO3,35,25,15,,,,
Gyps,20,10,4,,,,
CECc,16,16,16,,,,
BS,19.9,20,35,,,,
SumBCs,1.5,1.6,2.8,,,,
pHH2O,5,5.5,6,7.5,8,8.5,
OC,0.7,0.8,1.2,,,,
ECedS,12,9,4,,,,
ESP,25,20,15,,,,
