Code,S3,S2,S1,S1,S2,S3,Weight class
TyAv,13,15,17,24,26,30,1
TmMinAv,26,24,22,,,,2
TmMinXm,-3,5,10,,,,2
TmMaxXm,36,34,30,,,,2
TmAv4Xm,15,17,19,,,,2
