Code,S3,S2,S1,S1,S2,S3,Weight class
CFragm,55,35,15,,,,2
SoilDpt,40,60,75,,,,2
CaCO3,35,25,15,,,,3
Gyps,20,10,4,,,,3
CECc,16,16,16,,,,3
BS,19.9,20,35,,,,3
SumBCs,2,3.5,5,,,,3
OC,0.7,0.8,1.2,,,,3
ECedS,6,3.5,2.5,,,,3
ESP,25,20,15,,,,3
SoilTe,3,5,9,,,,2
