Code,S3,S2,S1,S1,S2,S3,Weight class
CFragm,55,35,15,,,,3
SoilDpt,20,50,75,,,,3
CaCO3,25,20,15,,,,3
Gyps,2,1,0.2,,,,3
CECc,16,16,16,,,,3
BS,19.9,20,35,,,,3
SumBCs,1.9,2,3.5,,,,3
OC,0.7,0.8,1.2,,,,3
ECedS,8,7,6,,,,3
ESP,25,20,15,,,,3
SoilTe,2,4,9,,,,2
