Code,S3,S2,S1,S1,S2,S3,Weight class
WgAv,500,625,750,1400,1600,,
WmAv1,65.1,65.1,65.1,,,,
WmAv2,34.9,34.9,34.9,,,,
WmAv5,49.1,50,100,400,,,
WmAv6,100,75,50,,,,
WmhAv3,80,75,65,,,,
