Code,S3,S2,S1,S1,S2,S3,Weight class
Slope1,16,8,4,,,,3
Slope2,30,16,8,,,,3
Flood,1.5,1.2,1,,,,1
Drainage4,4,3,2,,,,2
Drainage5,4,1,2,,,,2
SlopeD,4,3,2,,,,3
