Code,S3,S2,S1,S1,S2,S3,Weight class
WgAv,180,250,350,1100,1600,1900,
WmAv1,50,50,60,275,400,475,
WmAv2,50,80,115,275,400,475,
WmAv3,50,80,115,275,400,475,
WmAv4,39.9,40,60,275,400,475,
WmhAv2,30,36,42,,,,
WmhAv3,19.9,20,24,75,85,85.1,
WmnN2,0,0,0.35,0.75,,,
WmnN4,0,0,0.5,,,,
