Code,S3,S2,S1,S1,S2,S3,Weight class
CFragm,35,15,3,,,,
SoilDpt,20,50,75,,,,
CaCO3,25,15,6,,,,
Gyps,15,10,3,,,,
CECc,16,16,16,,,,
BS,19.9,20,35,,,,
SumBCs,1.5,1.6,2.8,,,,
pHH2O,4.5,5,5.5,8.2,8.5,8.8,
OC,0.7,0.8,1.5,,,,
ECedS,6,4,2,,,,
ESP,40,30,20,,,,
