Code,S3,S2,S1,S1,S2,S3,Weight class
TdAvg0,16,20,24,32,34,35,2
TdAvg1,8,16,20,32,35,35.1,2
TdAvg2,18,20,22,32,35,35.1,2
Tcoef,0.3,0.4,0.45,,,,
