Code,S3,S2,S1,S1,S2,S3,Weight class
SoilTe,,,,,,,
CFragm,55,35,15,,,,
SoilDpt,20,50,75,,,,
CaCO3,35,25,15,,,,
Gyps,20,10,4,,,,
CECc,16,16,16,,,,
BS,19.9,20,35,,,,
SumBCs,2,3.5,5,,,,
pHH2O,5.2,5.5,6,8,8.2,8.5,
OC,0.7,0.8,1.2,,,,
ECedS,12,9,5,,,,
ESP,50,35,20,,,,
