Code,S3,S2,S1,S1,S2,S3,Weight class
CFragm2,55,35,15,,,,
SoilDpt,50,75,100,,,,
CaCO3,10,5,1,,,,
Gyps,3,2,0.5,,,,
CECc,16,16,16,,,,
BS,19.9,19.9,20,,,,
SumBCs,1.9,2,3.5,,,,
pHH2O,3.5,4.2,5,6.5,7,7.5,
OC,0.7,0.7,0.8,,,,
ECedS,4,3,2,,,,
