Code,S3,S2,S1,S1,S2,S3,Weight class
CFragm,55,35,15,,,,3
SoilDpt,50,75,100,,,,2
CaCO3,15,10,0,,,,3
Gyps,10,4,0,,,,3
CECc,16,16,16,,,,3
BS,19.9,20,35,,,,3
SumBCs,2.8,2.8,4,,,,3
pHH2O,4.5,5.2,5.6,7.5,8,8.2,3
OC,0.7,0.8,1.5,,,,2
ECedS,6,4,2,,,,3
ESP,12,8,4,,,,3
SoilTe,2,4,9,,,,2
