Code,S3,S2,S1,S1,S2,S3,Weight class
WgAv,200,300,400,1100,1600,1900,
WmAv1,50,60,70,275,400,475,
WmAv2,50,75,100,275,400,475,
WmAv3,50,75,100,275,400,475,
WmAv4,0,40,60,275,400,475,
WghAv,0,0,50,80,,,
